time,passenger_count,trip_distance,trip_duration,PULocationID,DOLocationID
2024-01-02 17:00:00,1.0,1.0,13.0,168.0,32.0
2024-01-02 18:00:00,1.0,1.3,24.0,20.0,32.0
2024-01-02 19:00:00,1.0,5.7,30.0,32.0,5.0
2024-01-02 20:00:00,1.0,5.7,30.0,32.0,5.0
2024-01-02 21:00:00,1.0,0.0,24.0,247.0,162.0
2024-01-02 22:00:00,1.0,0.66,12.5,159.0,42.0
2024-01-02 23:00:00,1.0,0.66,12.5,159.0,42.0
2024-01-03 00:00:00,1.0,0.0,23.0,247.0,55.0
2024-01-03 01:00:00,1.0,0.0,1.0,32.0,168.0
2024-01-03 02:00:00,1.0,0.0,1.0,32.0,168.0
2024-01-03 03:00:00,1.0,0.0,1.0,185.0,185.0
2024-01-03 04:00:00,1.0,9.85,27.0,18.0,87.0
2024-01-03 05:00:00,1.0,1.4,24.5,51.0,69.0
2024-01-03 06:00:00,1.0,4.4,39.0,51.0,87.0
2024-01-03 07:00:00,1.0,2.755,19.5,247.0,78.0
2024-01-03 08:00:00,1.0,3.65,30.0,213.0,213.0
2024-01-03 09:00:00,1.0,2.5,19.0,213.0,132.0
2024-01-03 10:00:00,1.0,3.0,18.5,220.0,147.0
2024-01-03 11:00:00,1.0,3.1,21.0,69.0,185.0
2024-01-03 12:00:00,1.0,3.7,17.5,81.0,174.0
2024-01-03 13:00:00,1.0,3.35,29.0,159.0,213.0
2024-01-03 14:00:00,1.0,3.2,22.0,18.0,47.0
2024-01-03 15:00:00,1.0,2.2,37.0,78.0,32.0
2024-01-03 16:00:00,1.0,3.35,18.0,32.0,68.0
2024-01-03 17:00:00,1.0,3.3,19.0,185.0,51.0
2024-01-03 18:00:00,1.0,3.62,18.0,247.0,263.0
2024-01-03 19:00:00,1.0,7.2,26.0,247.0,60.0
2024-01-03 20:00:00,1.0,3.8,20.0,32.0,42.0
2024-01-03 21:00:00,1.0,1.11,25.0,78.0,132.0
2024-01-03 22:00:00,1.0,0.0,12.0,51.0,185.0
2024-01-03 23:00:00,1.0,1.505,11.5,147.0,74.0
2024-01-04 00:00:00,1.0,0.0,39.0,247.0,90.0
2024-01-04 01:00:00,1.0,9.13,32.0,168.0,254.0
2024-01-04 02:00:00,1.0,9.13,32.0,168.0,254.0
2024-01-04 03:00:00,1.0,9.13,32.0,168.0,254.0
2024-01-04 04:00:00,1.0,9.5,20.0,169.0,39.0
2024-01-04 05:00:00,1.0,4.3,20.5,78.0,65.0
2024-01-04 06:00:00,1.0,11.435,39.5,51.0,33.0
2024-01-04 07:00:00,1.0,2.6,43.0,47.0,47.0
2024-01-04 08:00:00,1.0,3.9,30.0,200.0,75.0
2024-01-04 09:00:00,1.0,2.55,31.0,69.0,78.0
2024-01-04 10:00:00,1.0,2.55,22.0,51.0,168.0
2024-01-04 11:00:00,1.0,4.3,27.0,20.0,55.0
2024-01-04 12:00:00,1.0,1.78,12.0,168.0,168.0
2024-01-04 13:00:00,1.0,2.55,14.5,51.0,18.0
2024-01-04 14:00:00,1.0,4.75,29.0,20.0,47.0
2024-01-04 15:00:00,1.0,1.9,17.0,185.0,133.0
2024-01-04 16:00:00,1.0,2.18,30.0,136.0,7.0
2024-01-04 17:00:00,1.0,6.1,33.5,168.0,4.0
2024-01-04 18:00:00,1.0,0.25,13.5,32.0,95.0
2024-01-04 19:00:00,1.0,0.0,15.0,69.0,69.0
2024-01-04 20:00:00,1.0,0.0,29.0,213.0,116.0
2024-01-04 21:00:00,1.0,0.1,22.0,32.0,42.0
2024-01-04 22:00:00,1.0,4.32,12.0,208.0,164.0
2024-01-04 23:00:00,1.0,6.1,21.0,136.0,213.0
2024-01-05 00:00:00,1.5,3.3,20.0,213.0,41.0
2024-01-05 01:00:00,2.0,18.99,24.0,235.0,265.0
2024-01-05 02:00:00,2.0,18.99,24.0,235.0,265.0
2024-01-05 03:00:00,1.0,0.0,13.0,147.0,65.0
2024-01-05 04:00:00,1.0,0.0,31.0,200.0,39.0
2024-01-05 05:00:00,1.0,6.8,24.0,51.0,18.0
2024-01-05 06:00:00,1.0,7.3,27.0,51.0,51.0
2024-01-05 07:00:00,1.0,3.7,38.0,126.0,18.0
2024-01-05 08:00:00,1.0,4.7,31.0,69.0,137.0
2024-01-05 09:00:00,1.0,2.9,24.0,69.0,60.0
2024-01-05 10:00:00,1.0,4.55,22.0,242.0,168.0
2024-01-05 11:00:00,1.0,2.04,19.5,220.0,254.0
2024-01-05 12:00:00,1.0,5.045,28.5,32.0,242.0
2024-01-05 13:00:00,1.0,1.2,18.0,242.0,168.0
2024-01-05 14:00:00,1.0,5.3,31.0,47.0,14.0
2024-01-05 15:00:00,1.0,4.795,24.5,51.0,5.0
2024-01-05 16:00:00,1.0,2.925,27.5,168.0,168.0
2024-01-05 17:00:00,1.0,0.6,26.0,241.0,18.0
2024-01-05 18:00:00,1.0,2.66,21.5,168.0,7.0
2024-01-05 19:00:00,1.0,1.35,33.0,182.0,53.0
2024-01-05 20:00:00,1.0,13.8,34.0,241.0,56.0
2024-01-05 21:00:00,1.0,8.4,20.0,51.0,143.0
2024-01-05 22:00:00,1.5,3.26,14.5,247.0,119.0
2024-01-05 23:00:00,1.0,1.0,12.0,32.0,247.0
2024-01-06 00:00:00,1.0,4.62,13.0,247.0,94.0
2024-01-06 01:00:00,1.0,8.16,17.0,159.0,185.0
2024-01-06 02:00:00,1.0,0.7,1.0,136.0,136.0
2024-01-06 03:00:00,1.0,0.0,1.0,247.0,247.0
2024-01-06 04:00:00,1.0,0.0,14.0,168.0,39.0
2024-01-06 05:00:00,1.0,0.0,12.5,169.0,169.0
2024-01-06 06:00:00,1.0,7.26,18.0,94.0,51.0
2024-01-06 07:00:00,1.0,0.9,24.0,136.0,18.0
2024-01-06 08:00:00,1.0,3.25,23.5,51.0,3.0
2024-01-06 09:00:00,1.0,3.45,19.0,247.0,119.0
2024-01-06 10:00:00,1.0,1.175,11.0,69.0,169.0
2024-01-06 11:00:00,1.0,6.4,31.0,69.0,81.0
2024-01-06 12:00:00,1.0,6.3,24.0,81.0,24.0
2024-01-06 13:00:00,1.0,4.2,19.5,51.0,18.0
2024-01-06 14:00:00,1.0,2.7,15.0,247.0,32.0
2024-01-06 15:00:00,1.0,0.18,21.0,247.0,247.0
2024-01-06 16:00:00,1.0,2.52,21.0,20.0,168.0
2024-01-06 17:00:00,1.0,0.0,5.0,247.0,247.0
2024-01-06 18:00:00,1.0,0.0,1.5,247.0,247.0
2024-01-06 19:00:00,1.0,5.915,24.0,168.0,135.0
2024-01-06 20:00:00,1.0,5.6,20.0,159.0,20.0
2024-01-06 21:00:00,1.0,2.5999999999999996,21.5,20.0,20.0
2024-01-06 22:00:00,1.0,4.74,14.0,51.0,69.0
2024-01-06 23:00:00,1.0,0.0,31.0,169.0,148.0
2024-01-07 00:00:00,1.0,0.0,9.0,259.0,259.0
2024-01-07 01:00:00,1.0,0.0,22.0,247.0,246.0
2024-01-07 02:00:00,1.0,3.33,14.0,136.0,69.0
2024-01-07 03:00:00,1.0,2.99,22.0,47.0,50.0
2024-01-07 04:00:00,1.0,2.99,22.0,47.0,50.0
2024-01-07 05:00:00,1.0,2.99,22.0,47.0,50.0
2024-01-07 06:00:00,1.0,0.0,12.0,212.0,212.0
2024-01-07 07:00:00,1.0,0.975,15.5,168.0,18.0
2024-01-07 08:00:00,1.0,5.15,25.0,78.0,24.0
2024-01-07 09:00:00,1.0,5.2,44.0,94.0,41.0
2024-01-07 10:00:00,1.0,3.61,9.5,32.0,94.0
2024-01-07 11:00:00,1.5,1.2,8.0,69.0,14.0
2024-01-07 12:00:00,1.0,9.295,26.0,168.0,76.0
2024-01-07 13:00:00,1.0,5.7,33.0,81.0,39.0
2024-01-07 14:00:00,1.0,5.7,33.0,81.0,39.0
2024-01-07 15:00:00,1.5,4.195,40.0,136.0,155.0
2024-01-07 16:00:00,1.0,3.4,37.0,159.0,213.0
2024-01-07 17:00:00,1.0,2.24,12.5,168.0,168.0
2024-01-07 18:00:00,1.0,1.59,17.0,168.0,55.0
2024-01-07 19:00:00,1.0,1.3,15.0,167.0,241.0
2024-01-07 20:00:00,1.0,0.0,1.0,69.0,69.0
2024-01-07 21:00:00,1.0,20.62,39.0,147.0,76.0
2024-01-07 22:00:00,1.0,4.95,16.0,168.0,136.0
2024-01-07 23:00:00,2.0,0.0,0.0,242.0,242.0
2024-01-08 00:00:00,1.0,3.61,23.0,20.0,90.0
2024-01-08 01:00:00,1.0,3.61,23.0,20.0,90.0
2024-01-08 02:00:00,1.0,1.05,8.0,247.0,20.0
2024-01-08 03:00:00,1.0,1.05,8.0,247.0,20.0
2024-01-08 04:00:00,1.0,0.0,10.5,168.0,74.0
2024-01-08 05:00:00,1.0,12.1,43.0,254.0,4.0
2024-01-08 06:00:00,1.0,10.05,40.5,167.0,45.0
2024-01-08 07:00:00,1.0,3.9,52.0,242.0,14.0
2024-01-08 08:00:00,1.0,6.43,29.0,247.0,242.0
2024-01-08 09:00:00,1.0,5.7,36.0,235.0,42.0
2024-01-08 10:00:00,1.0,4.28,19.0,235.0,185.0
2024-01-08 11:00:00,1.0,3.87,29.0,168.0,41.0
2024-01-08 12:00:00,1.0,9.8,35.0,18.0,48.0
2024-01-08 13:00:00,1.0,2.5999999999999996,14.5,119.0,74.0
2024-01-08 14:00:00,1.0,6.3,47.5,94.0,48.0
2024-01-08 15:00:00,1.0,4.9,35.0,254.0,56.0
2024-01-08 16:00:00,1.0,3.9,35.0,18.0,51.0
2024-01-08 17:00:00,1.0,0.0,0.5,168.0,168.0
2024-01-08 18:00:00,1.0,0.0,15.0,247.0,18.0
2024-01-08 19:00:00,1.0,0.805,4.5,69.0,42.0
2024-01-08 20:00:00,1.0,6.7,8.0,159.0,132.0
2024-01-08 21:00:00,1.0,0.0,24.0,247.0,229.0
2024-01-08 22:00:00,1.0,0.0,0.5,159.0,159.0
2024-01-08 23:00:00,1.0,0.0,0.5,159.0,159.0
2024-01-09 00:00:00,1.0,10.2,29.0,247.0,90.0
2024-01-09 01:00:00,1.0,0.485,3.5,136.0,94.0
2024-01-09 02:00:00,1.0,0.0,1.0,212.0,212.0
2024-01-09 03:00:00,1.0,0.0,1.0,212.0,212.0
2024-01-09 04:00:00,1.0,0.0,0.0,18.0,18.0
2024-01-09 05:00:00,1.0,8.1,32.5,18.0,197.0
2024-01-09 06:00:00,1.0,12.7,42.0,51.0,197.0
2024-01-09 07:00:00,1.0,4.3,43.0,51.0,168.0
2024-01-09 08:00:00,1.0,3.5,38.0,78.0,137.0
2024-01-09 09:00:00,1.0,3.2,35.0,247.0,119.0
2024-01-09 10:00:00,1.0,5.35,37.0,78.0,51.0
2024-01-09 11:00:00,1.0,8.35,33.0,3.0,3.0
2024-01-09 12:00:00,1.0,3.45,21.5,51.0,94.0
2024-01-09 13:00:00,1.0,4.54,36.0,235.0,241.0
2024-01-09 14:00:00,1.0,1.7,31.0,51.0,159.0
2024-01-09 15:00:00,1.0,0.0,19.0,167.0,37.0
2024-01-09 16:00:00,1.0,6.65,37.0,168.0,4.0
2024-01-09 17:00:00,1.0,1.83,23.0,69.0,42.0
2024-01-09 18:00:00,1.5,4.609999999999999,15.5,69.0,42.0
2024-01-09 19:00:00,1.0,1.26,27.0,18.0,18.0
2024-01-09 20:00:00,1.0,3.75,29.5,18.0,42.0
2024-01-09 21:00:00,1.0,0.115,10.5,32.0,42.0
2024-01-09 22:00:00,1.0,0.0,15.5,159.0,213.0
2024-01-09 23:00:00,1.0,0.64,5.0,159.0,168.0
2024-01-10 00:00:00,1.0,10.04,29.5,247.0,63.0
2024-01-10 01:00:00,1.0,0.0,0.0,168.0,168.0
2024-01-10 02:00:00,1.0,0.0,1.0,81.0,81.0
2024-01-10 03:00:00,1.0,0.0,1.0,81.0,81.0
2024-01-10 04:00:00,1.0,6.4,24.0,159.0,74.0
2024-01-10 05:00:00,1.0,12.2,25.0,213.0,29.0
2024-01-10 06:00:00,1.0,8.0,32.0,167.0,49.0
2024-01-10 07:00:00,1.0,6.605,46.0,136.0,33.0
2024-01-10 08:00:00,1.0,5.3,21.0,81.0,69.0
2024-01-10 09:00:00,1.0,2.55,25.0,247.0,247.0
2024-01-10 10:00:00,1.0,3.9,34.0,18.0,247.0
2024-01-10 11:00:00,1.0,4.3,22.0,51.0,74.0
2024-01-10 12:00:00,1.0,2.19,16.0,94.0,75.0
2024-01-10 13:00:00,1.0,11.1,44.0,20.0,3.0
2024-01-10 14:00:00,1.0,3.7,32.0,47.0,235.0
2024-01-10 15:00:00,1.0,1.85,21.0,242.0,185.0
2024-01-10 16:00:00,1.0,1.155,14.5,168.0,75.0
2024-01-10 17:00:00,1.0,1.41,14.0,167.0,167.0
2024-01-10 18:00:00,1.0,0.0,35.0,32.0,205.0
2024-01-10 19:00:00,1.0,3.75,17.5,169.0,148.0
2024-01-10 20:00:00,1.0,7.015000000000001,21.5,94.0,10.0
2024-01-10 21:00:00,1.0,7.015000000000001,21.5,94.0,10.0
2024-01-10 22:00:00,1.0,5.8,19.0,254.0,20.0
2024-01-10 23:00:00,1.0,0.0,20.0,242.0,41.0
2024-01-11 00:00:00,1.0,0.0,7.0,69.0,66.0
2024-01-11 01:00:00,3.0,0.0,0.0,32.0,32.0
2024-01-11 02:00:00,1.0,11.0,23.0,250.0,229.0
2024-01-11 03:00:00,1.0,0.0,17.0,248.0,137.0
2024-01-11 04:00:00,1.0,15.765,31.5,18.0,87.0
2024-01-11 05:00:00,1.0,9.1,36.5,51.0,29.0
2024-01-11 06:00:00,1.0,12.05,40.5,213.0,134.0
2024-01-11 07:00:00,1.0,4.05,34.5,51.0,209.0
2024-01-11 08:00:00,1.0,4.3,42.5,47.0,42.0
2024-01-11 09:00:00,1.0,4.6,28.0,18.0,75.0
2024-01-11 10:00:00,1.0,0.9,31.0,168.0,51.0
2024-01-11 11:00:00,1.0,4.25,27.5,51.0,60.0
2024-01-11 12:00:00,1.0,4.5,30.0,51.0,69.0
2024-01-11 13:00:00,1.0,9.15,41.0,136.0,39.0
2024-01-11 14:00:00,1.0,2.03,16.0,69.0,134.0
2024-01-11 15:00:00,1.0,0.6499999999999999,13.0,168.0,168.0
2024-01-11 16:00:00,1.0,0.0,23.0,51.0,42.0
2024-01-11 17:00:00,1.0,0.0,32.0,3.0,81.0
2024-01-11 18:00:00,1.0,0.0,1.0,250.0,250.0
2024-01-11 19:00:00,1.0,0.1,2.0,69.0,69.0
2024-01-11 20:00:00,1.0,0.1,2.0,69.0,69.0
2024-01-11 21:00:00,1.0,4.37,18.5,69.0,119.0
2024-01-11 22:00:00,1.0,0.0,15.0,60.0,60.0
2024-01-11 23:00:00,1.0,10.07,23.0,247.0,46.0
2024-01-12 00:00:00,1.0,0.0,1.0,250.0,250.0
2024-01-12 01:00:00,1.0,0.0,0.0,242.0,242.0
2024-01-12 02:00:00,1.0,0.0,1.0,168.0,168.0
2024-01-12 03:00:00,1.0,0.0,1.0,168.0,168.0
2024-01-12 04:00:00,1.0,0.0,1.0,168.0,168.0
2024-01-12 05:00:00,1.0,7.365,27.0,182.0,137.0
2024-01-12 06:00:00,1.0,10.7,32.0,235.0,39.0
2024-01-12 07:00:00,1.0,0.0,47.0,136.0,25.0
2024-01-12 08:00:00,1.0,6.3,39.0,69.0,24.0
2024-01-12 09:00:00,1.0,8.155,36.0,78.0,29.0
2024-01-12 10:00:00,1.0,6.4,28.0,242.0,41.0
2024-01-12 11:00:00,1.0,3.7,19.0,242.0,42.0
2024-01-12 12:00:00,1.0,8.620000000000001,33.0,213.0,5.0
2024-01-12 13:00:00,1.0,4.28,37.5,51.0,42.0
2024-01-12 14:00:00,1.0,1.79,16.0,167.0,69.0
2024-01-12 15:00:00,1.0,20.3,78.0,235.0,39.0
2024-01-12 16:00:00,1.0,2.835,27.0,32.0,168.0
2024-01-12 17:00:00,1.0,3.05,26.5,220.0,42.0
2024-01-12 18:00:00,1.0,11.34,35.0,32.0,94.0
2024-01-12 19:00:00,4.0,17.62,57.0,208.0,265.0
2024-01-12 20:00:00,1.0,0.92,5.0,94.0,49.0
2024-01-12 21:00:00,2.0,1.3,24.0,69.0,68.0
2024-01-12 22:00:00,1.0,0.42,20.0,32.0,42.0
2024-01-12 23:00:00,1.0,9.2,20.5,32.0,32.0
2024-01-13 00:00:00,1.0,1.6,6.0,3.0,3.0
2024-01-13 01:00:00,1.0,0.0,13.0,242.0,168.0
2024-01-13 02:00:00,1.0,0.0,13.0,242.0,168.0
2024-01-13 03:00:00,2.0,8.28,14.5,69.0,159.0
2024-01-13 04:00:00,1.0,3.2,9.5,159.0,39.0
2024-01-13 05:00:00,1.0,0.0,31.0,167.0,55.0
2024-01-13 06:00:00,1.0,10.3,25.0,51.0,11.0
2024-01-13 07:00:00,1.0,1.2,22.0,213.0,3.0
2024-01-13 08:00:00,1.5,3.525,10.0,168.0,42.0
2024-01-13 09:00:00,1.0,8.8,27.0,51.0,23.0
2024-01-13 10:00:00,1.0,4.3,31.0,254.0,41.0
2024-01-13 11:00:00,1.0,0.0,18.0,119.0,119.0
2024-01-13 12:00:00,1.0,5.3,27.5,126.0,7.0
2024-01-13 13:00:00,1.0,4.17,18.0,81.0,166.0
2024-01-13 14:00:00,1.0,5.1,20.0,47.0,174.0
2024-01-13 15:00:00,1.0,2.28,16.0,168.0,168.0
2024-01-13 16:00:00,2.0,5.89,22.0,69.0,47.0
2024-01-13 17:00:00,1.0,6.9,20.0,168.0,5.0
2024-01-13 18:00:00,1.0,4.13,22.5,32.0,213.0
2024-01-13 19:00:00,1.0,6.3,25.0,168.0,81.0
2024-01-13 20:00:00,1.0,0.0,21.0,247.0,83.0
2024-01-13 21:00:00,1.5,8.350000000000001,18.0,126.0,152.0
2024-01-13 22:00:00,3.0,0.0,0.0,208.0,208.0
2024-01-13 23:00:00,2.0,1.25,8.0,119.0,119.0
2024-01-14 00:00:00,1.0,1.77,10.0,220.0,68.0
2024-01-14 01:00:00,1.0,8.345,21.0,242.0,222.0
2024-01-14 02:00:00,3.0,2.71,15.0,168.0,47.0
2024-01-14 03:00:00,1.0,7.105,17.5,69.0,75.0
2024-01-14 04:00:00,1.0,0.0,1.0,169.0,169.0
2024-01-14 05:00:00,1.0,3.85,10.0,168.0,140.0
2024-01-14 06:00:00,1.0,11.7,33.0,254.0,68.0
2024-01-14 07:00:00,1.0,6.89,18.0,18.0,182.0
2024-01-14 08:00:00,1.0,7.3,15.0,20.0,18.0
2024-01-14 09:00:00,1.0,6.33,19.0,51.0,18.0
2024-01-14 10:00:00,1.0,1.35,15.5,126.0,90.0
2024-01-14 11:00:00,1.0,5.199999999999999,18.5,247.0,147.0
2024-01-14 12:00:00,1.0,0.47,7.0,235.0,68.0
2024-01-14 13:00:00,1.0,2.5,14.0,94.0,147.0
2024-01-14 14:00:00,1.0,1.56,14.0,78.0,126.0
2024-01-14 15:00:00,1.0,0.0,25.5,167.0,69.0
2024-01-14 16:00:00,1.0,2.675,18.5,69.0,116.0
2024-01-14 17:00:00,1.0,5.62,18.0,3.0,32.0
2024-01-14 18:00:00,1.0,3.9,25.0,20.0,74.0
2024-01-14 19:00:00,1.0,0.9,5.0,20.0,20.0
2024-01-14 20:00:00,1.0,3.6,24.0,3.0,47.0
2024-01-14 21:00:00,1.0,7.0,18.0,18.0,20.0
2024-01-14 22:00:00,1.0,0.0,0.0,119.0,119.0
2024-01-14 23:00:00,1.0,3.04,11.5,32.0,42.0
2024-01-15 00:00:00,1.0,0.1,1.5,119.0,51.0
2024-01-15 01:00:00,1.0,0.0,1.0,69.0,69.0
2024-01-15 02:00:00,1.0,0.0,0.0,69.0,69.0
2024-01-15 03:00:00,1.0,0.0,0.0,69.0,69.0
2024-01-15 04:00:00,1.0,0.0,0.0,69.0,69.0
2024-01-15 05:00:00,1.0,0.0,0.0,69.0,69.0
2024-01-15 06:00:00,1.0,11.3,30.0,213.0,197.0
2024-01-15 07:00:00,1.0,3.0,22.0,51.0,90.0
2024-01-15 08:00:00,1.0,7.45,20.0,51.0,18.0
2024-01-15 09:00:00,1.0,2.0,23.0,119.0,25.0
2024-01-15 10:00:00,1.0,10.3,34.5,32.0,14.0
2024-01-15 11:00:00,1.0,4.35,32.5,51.0,3.0
2024-01-15 12:00:00,1.0,3.4,19.0,51.0,159.0
2024-01-15 13:00:00,1.0,7.9,18.0,169.0,81.0
2024-01-15 14:00:00,1.0,11.665,34.0,81.0,39.0
2024-01-15 15:00:00,1.0,2.95,17.0,168.0,74.0
2024-01-15 16:00:00,1.0,2.5,39.0,250.0,213.0
2024-01-15 17:00:00,1.0,4.4,17.0,60.0,168.0
2024-01-15 18:00:00,1.0,0.45,10.0,3.0,3.0
2024-01-15 19:00:00,1.0,0.64,2.0,220.0,153.0
2024-01-15 20:00:00,1.0,0.0,0.0,208.0,208.0
2024-01-15 21:00:00,3.0,3.23,20.0,159.0,74.0
2024-01-15 22:00:00,3.0,3.23,20.0,159.0,74.0
2024-01-15 23:00:00,1.0,0.9,5.0,69.0,119.0
2024-01-16 00:00:00,1.0,0.0,0.0,167.0,90.0
2024-01-16 01:00:00,1.0,0.0,0.0,167.0,90.0
2024-01-16 02:00:00,1.0,0.0,0.0,167.0,90.0
2024-01-16 03:00:00,1.0,0.0,0.0,167.0,90.0
2024-01-16 04:00:00,1.0,8.95,27.0,94.0,246.0
2024-01-16 05:00:00,1.0,12.6,35.0,51.0,7.0
2024-01-16 06:00:00,1.0,6.6,37.0,51.0,140.0
2024-01-16 07:00:00,1.0,4.495,53.0,81.0,140.0
2024-01-16 08:00:00,1.0,2.705,23.5,69.0,107.0
2024-01-16 09:00:00,1.0,2.4000000000000004,41.0,51.0,74.0
2024-01-16 10:00:00,1.0,2.1,20.0,47.0,51.0
2024-01-16 11:00:00,1.0,4.76,37.0,47.0,18.0
2024-01-16 12:00:00,1.0,6.3,35.0,18.0,51.0
2024-01-16 13:00:00,1.0,14.9,51.0,242.0,39.0
2024-01-16 14:00:00,1.0,9.85,63.5,247.0,55.0
2024-01-16 15:00:00,1.0,4.6,42.0,136.0,45.0
2024-01-16 16:00:00,1.5,7.15,23.5,242.0,51.0
2024-01-16 17:00:00,1.0,7.355,43.5,159.0,18.0
2024-01-16 18:00:00,1.0,0.95,28.0,69.0,63.0
2024-01-16 19:00:00,1.0,0.49,17.5,168.0,41.0
2024-01-16 20:00:00,1.0,0.0,11.5,78.0,132.0
2024-01-16 21:00:00,1.0,1.1,7.0,168.0,42.0
2024-01-16 22:00:00,1.0,1.1,13.0,159.0,24.0
2024-01-16 23:00:00,1.0,0.0,17.0,247.0,244.0
2024-01-17 00:00:00,1.0,0.0,17.0,247.0,244.0
2024-01-17 01:00:00,1.0,0.0,17.0,247.0,244.0
2024-01-17 02:00:00,1.0,2.56,12.0,159.0,235.0
2024-01-17 03:00:00,1.0,5.67,14.0,168.0,250.0
2024-01-17 04:00:00,1.0,1.5,10.0,18.0,136.0
2024-01-17 05:00:00,1.0,11.91,43.0,51.0,45.0
2024-01-17 06:00:00,1.0,11.77,36.0,51.0,137.0
2024-01-17 07:00:00,1.0,4.7,35.0,119.0,168.0
2024-01-17 08:00:00,1.0,4.1,42.0,247.0,75.0
2024-01-17 09:00:00,1.0,2.5,21.5,69.0,20.0
2024-01-17 10:00:00,1.0,0.9,12.0,119.0,127.0
2024-01-17 11:00:00,1.0,1.5,14.0,51.0,185.0
2024-01-17 12:00:00,1.0,4.0,27.0,242.0,242.0
2024-01-17 13:00:00,1.0,0.0,4.0,168.0,168.0
2024-01-17 14:00:00,1.0,2.05,26.0,159.0,42.0
2024-01-17 15:00:00,1.0,3.2,28.0,51.0,42.0
2024-01-17 16:00:00,1.0,9.2,39.0,247.0,68.0
2024-01-17 17:00:00,1.0,3.1,21.0,69.0,42.0
2024-01-17 18:00:00,1.0,2.6,29.0,32.0,3.0
2024-01-17 19:00:00,1.0,5.75,36.0,119.0,2.0
2024-01-17 20:00:00,2.5,0.0,11.5,159.0,153.0
2024-01-17 21:00:00,1.0,1.1,9.0,119.0,74.0
2024-01-17 22:00:00,1.0,1.7,10.0,159.0,159.0
2024-01-17 23:00:00,1.0,0.0,0.0,119.0,119.0
2024-01-18 00:00:00,1.0,0.0,0.0,119.0,119.0
2024-01-18 01:00:00,1.0,1.305,2.5,174.0,174.0
2024-01-18 02:00:00,1.0,2.3,10.0,119.0,74.0
2024-01-18 03:00:00,1.0,0.0,1.0,168.0,168.0
2024-01-18 04:00:00,1.0,13.0,23.0,213.0,39.0
2024-01-18 05:00:00,1.0,10.8,33.0,51.0,29.0
2024-01-18 06:00:00,1.0,11.45,37.5,167.0,35.0
2024-01-18 07:00:00,1.0,3.45,33.5,136.0,33.0
2024-01-18 08:00:00,1.0,4.75,34.0,168.0,60.0
2024-01-18 09:00:00,1.0,4.915,32.5,247.0,41.0
2024-01-18 10:00:00,1.0,3.6,27.0,58.0,247.0
2024-01-18 11:00:00,1.0,2.4,33.0,242.0,182.0
